,Source,Political Leaning,Content
75,Breitbart Media,Conservative,"Andrew Yang’s (D) campaign on Saturday blasted the Democratic National Committee (DNC) after the presidential hopeful failed to meet the polling threshold required to participate in next week’s debate in Des Moines, Iowa.
Yang failed to meet the required polling threshold ahead of the January 10 deadline, which required candidates to garner at least five percent support in at least four DNC-approved polls or seven percent in two early state polls — Iowa, New Hampshire, Nevada, and South Carolina. Candidates also needed to report at least 225,000 individual donors with 1,000 in at least 20 states.


Only six candidates — Joe Biden (D), Sen. Bernie Sanders (I-VT), Sen. Elizabeth Warren (D-MA), Sen. Amy Klobuchar (D-MN), former Mayor Pete Buttigieg (D), and Tom Steyer — made the debate stage, leaving a lineup composed entirely of white candidates.

While Yang reached the donor requirement, he fell two polls short of qualifying. The Yang campaign blamed the DNC, arguing that it did not conduct enough polls in early states.
“If the DNC had only done their due diligence and commissioned polls in the early states, Andrew Yang would certainly be on the debate stage next week,” Yang campaign chief Nick Ryan said in an email to supporters, according to the Hill.
“We are not going to allow the DNC to dictate who they wish to see as the nominee and deny the will of the people,” he continued, contending that Yang is “on the rise and at 5% in Nevada and New Hampshire.”
“The issues that will decide this election, and the future of our country, are too important to ignore for the sake of staged political bickering. The DNC tried to run this same play in 2016 and they paid for it with a loss in the general,” Ryan added.
The CNN/Des Moines Register debate is slated for Tuesday evening.
A CNN/Des Moines Register/Mediacom poll released Friday showed Sanders taking a narrow lead in the Hawkeye State with 20 percent support."
76,Breitbart Media,Conservative,"Sen. Bernie Sanders (I-VT) has taken the lead in Iowa less than a month ahead of the February 3 caucus, a CNN/Des Moines Register/Mediacom poll released Friday revealed.
The poll, taken January 2-8, 2020, among 701 Democrat caucus-goers, found the socialist senator taking the lead in the Hawkeye State with 20 percent support, followed by Sen. Elizabeth Warren (D-MA), who followed closely behind with 17 percent support.


Former Mayor Pete Buttigieg (D), who was previously leading in Iowa, came in one percentage point behind Warren with 16 percent support. Former Vice President Joe Biden (D) fell to fourth place with 15 percent support. The margin of error of +/- 3.7 percent indicates an extremely tight race among the top tier of candidates.

Sanders’ lead reflects a five-point jump from November’s results.
Sen. Amy Klobuchar (D-MN) came in fifth place with six percent support, followed by Andrew Yang (D) with five percent support. The remaining candidates saw three percent support or less.
“There’s no denying that this is a good poll for Bernie Sanders. He leads, but it’s not an uncontested lead,” pollster J. Ann Selzer, president of Selzer & Co., said of the results. “He’s got a firmer grip on his supporters than the rest of his compatriots.”
The results come just days from next week’s Democrat debate in Des Moines, Iowa. Only six candidates have qualified, including Sanders, Warren, Buttigieg, Biden, Klobuchar, and Tom Steyer (D)."
77,Breitbart Media,Conservative,"ROME — Christian sites in Europe suffered a record number of attacks in the year 2019, with some 3,000 Christian churches, schools, cemeteries, and monuments vandalized, looted, or defaced.
Reports compiling the anti-Christian acts during the year document a range of profanation including arson, defecation, desecration, looting, mockery, Satanism, theft, urination, and vandalism.


“Sadly, 2019 was punctuated by increasing incidents of desecration and vandalism of churches around Europe, along with the 2019 fire at the Notre-Dame Cathedral, which captured worldwide attention,” the director of The Observatory on Intolerance and Discrimination Against Christians in Europe, Ellen Fantini, told Breitbart News on Saturday.
“In most instances the perpetrators of these acts were unidentified, but the Observatory has documented that churches and other symbols of Christianity in Europe are targets for many groups — from Islamists to radical feminists, LGBT activists to anarchists and self-proclaimed Satanists,” Ms. Fantini said.
In all, some 3,000 Christian churches, schools, cemeteries, and monuments were vandalized, looted or defaced in Europe during 2019, making it a record year for anti-Christian sacrilege.

The greatest number of acts of violence against Christian sites have occurred in France, where churches, schools, cemeteries, and monuments “are being vandalized, desecrated, and burned at an average rate of three per day,” according to reports citing government statistics.
Germany is not far behind, with attacks against Christian churches happening at an average rate of two per day. Meanwhile, attacks on Christian churches and symbols regularly occurred in 2019 in Belgium, the UK, Denmark, Ireland, Italy, and Spain as well.
While the violence overwhelmingly involves Roman Catholic sites and symbols, in Germany, Protestant churches have also been targeted.
Police and mainstream media almost always censor information about the identities and ethnic backgrounds of the perpetrators, so it is difficult to get a clear idea as to who is committing the crimes and the motives behind them — especially when they are religiously driven.
In France and Germany, the sharp rise in anti-Christian attacks has coincided with the recent mass immigration from the Muslim world, yet the lack of official statistics makes it impossible to know precisely how many attacks can be attributed to Islamic anti-Christian hostility.

“European governments and politicians, with a few exceptions, seem reluctant to address this problem,” Ms. Fantini told Breitbart.
Fantini said she agrees with former UK Foreign Secretary Jeremy Hunt that “the UK and other Western governments have not grappled with the issue perhaps because of a misguided political correctness or an instinctive reluctance to talk about religion.”
In 2019, only nine European states reported hate crime data relating to Christians to the OSCE for their hate crime report, Fantini noted, which is fewer than the number of states that report hate crimes with an anti-Muslim or antisemitic bias.
According to Bishop Dominique Rey of Fréjus-Toulon, we are “witnessing the convergence of laicism – conceived as secularism, which relegates the faithful only to the private sphere and where every religious denomination is banal or stigmatized – with the overwhelming emergence of Islam, which attacks the infidels and those who reject the Koran.
“On one hand, we are mocked by the media that discredit the action of the Church, in particular regarding sexual abuse, and on the other, there is the strengthening of Islamic fundamentalism. These are two joint realities,” he said.
Follow @tdwilliamsrome"
78,Breitbart Media,Conservative,"A recent report outlines how social media services and search engines such as Facebook and Google handle political advertising on their platforms. The Masters of the Universe remain divided on how they believe political ads should be presented.
In an article titled “Factbox: How Social Media Services Handle Political Ads,” Reuters outlines how tech firms such as Facebook and Google handle political advertising across their various platforms as they face growing pressure to remove ads that contain false or misleading information ahead of the 2020 presidential election cycle.


Reuters explains that in the United States, the Communications Act prevents broadcast stations from rejecting or censoring ads from political candidates once they have accepted advertising for that political race. This does not, however, apply to cable networks such as CNN or to social media sites, meaning how the tech firms deal with political ads is at their own discretion.

 
Breitbart News recently reported that Facebook has not backed down from its decision to not fact check political ads despite intense pressure to do so. In comparison to Facebook, Twitter has outright banned political ads on its platform. Reuters described Twitter’s attitude towards political ads writing:
Twitter Inc (TWTR.N) has banned political ads. In November, it said this will include ads that reference a political candidate, party, election or legislation, among other limits.
The company also said it will not allow ads that advocate for a specific outcome on political or social causes.
“We believe political message reach should be earned, not bought,” said Twitter CEO Jack Dorsey in a statement last month.
 
Google does not have an outright ban on misleading or false ads but rather deals with allegations of false advertising information on a case by case basis. The Internet giant is limited how political ads are targeted, which the Trump campaign takes great issue with.
Google said on Wednesday that it would limit audience targeting for election ads to age, gender and general location at a postal code level.
The change means political advertisers can no longer target ads using data such as public voter records and general political affiliations such as right-leaning, left-leaning or independent. Advertisers can still do contextual targeting, such as showing ads to users watching a certain video.
Google and its video-streaming service YouTube prohibit certain kinds of misrepresentation here in ads, such as misinformation about public voting procedures, political candidate eligibility based on age or birthplace or incorrect claims that a public figure has died.
Read more about how Silicon Valley is handling political advertising in 2020 at Reuters here.

Lucas Nolan is a reporter for Breitbart News covering issues of free speech and online censorship. Follow him on Twitter @LucasNolan or email him at lnolan@breitbart.com"
79,Breitbart Media,Conservative,"Babson College has fired professor Asheen Phansey this week after he published a post to Facebook in which he stated that Iran should choose targets to bomb in America including the Mall of America and the Kardashian family. The firing comes just one day after his suspension for the post.
According to a report by Fox News, Asheen Phansey was fired by Babson College this week after he joked on Facebook that Iran should consider bombing the Mall of America and the Kardashian residence.


Breitbart News reported on Thursday that Phansey had been suspended indefinitely from his post at Babson College over his poorly constructed Facebook post. It didn’t take Babson College much longer to escalate Phansey’s indefinite suspension to termination.

Phansey was responding to a tweet from President Trump in which the president threatened to attack 52 Iranian cultural sites if Iranian leaders continued to threaten America.
“In retaliation, Ayatollah Khomenei [sic] should tweet a list of 52 sites of beloved American cultural heritage that he would bomb,” Phansey wrote in the controversial post. “Um… Mall of America? Kardashian residence?”
Not everyone is defending Babson College’s decision to terminate Phansey. Adam Steinbaugh, director of the Individual Rights Defense Program at the Foundation for Individual Rights in Education (FIRE), argued this week that Babson College’s decision to terminate Phansey suggests that the college has a limited commitment to freedom of expression.


“Babson College has terminated an adjunct professor for a personal Facebook post criticizing the President of the United States. The professor’s post⁠ is obvious rhetorical hyperbole and cannot reasonably be read as a threat, incitement, or even a sincere endorsement of violence,” Steinbaugh said in a statement. “Babson’s process-free termination of the professor in an attempt to quell criticism on social media is censorship, plain and simple, and reveals Babson’s stated commitment to freedom of expression to be worthless.”"
80,Breitbart Media,Conservative,"Professor Thomas Hubbard of the University of Texas at Austin has come under fire from members of the community for his scholarly writing on the relationship between men and teenage boys. Some members of the community have even begun calling for Hubbard’s termination.
According to a report by The College Fix, UT Austin Professor Thomas Hubbard has come under fire for a series of scholarly pieces that have defended relationships between older men and teenage boys.


In December, the Dallas Morning News published an editorial entitled “A UT professor ‘researches’ pederasty. Why are we paying for it?” which focused on Hubbard’s research. “Pederasty” refers to sexual relationships between adult men and pubescent or adolescent boys. Such relationships are considered child sexual abuse or statutory rape in most of the modern world.

In one passage from Hubbard’s published research, the classics professor went as far as to argue that pederastic relationships were beneficial to young men in Ancient Greece.
In Ancient Greece, “where age-discrepant relationships are commonplace and positively reinforced, they cause little or no long-term harm to the younger partner and often confer great benefit,” Hubbard wrote.
Hubbard claims that he does not hold a radical position on age of consent laws. In an interview, he claimed that he has advocated for a softening of America’s age of consent laws, but only to match those of most European states.
“I have never said anything more radical than that we should consider moving in the direction of what most European states do, which is to maintain an age of consent of 14 or 15 with special protections against prostitution of those under 18 or involvement with an adult who is in a position of trust (family members, teachers, therapists, clergy),” Hubbard told The College Fix."
81,Breitbart Media,Conservative,"University of Michigan professor Juan Cole referred to President Donald Trump as “a mad bomber in the White House” on Wednesday at an anti-war protest on campus. The professor added that President Trump, along with Secretary of Defense Mark Esper and Secretary of State Mike Pompeo, is “making war” on the “climate.”
“We have a mad bomber in the White House,” proclaimed professor Juan Cole at a Wednesday protest at the University of Michigan, entitled, “No War On Iran.”


“We have somebody who’s erratic,” he continued. “We have a secretary of defense who’s a lobbyist for the arms industry. We have a secretary of state who is a Kansas oilman.”
The professor went on to claim that President Trump, Secretary of Defense Esper, and Secretary of State Pompeo are “making war,” not just on the Middle East, but “climate” as well.
“The three of them together are making war on our climate and on the Middle East,” he insisted.

“The Trump Administration did not strike Iran for the first time this week. The Trump Administration has had Iran under the severest economic blockade in modern history,” continued Cole, expressing his dismay over the president having “put so many sanctions on Iran.”
“Trump has put a pillow over the baby of Iran and [unintelligible] to strangle the lives of people,” said Cole. “Iran was on the verge of being welcomed into the world community, it was going to buy Boeing jets.”
The professor went on to falsely claim that the United States is at war with Iran, adding, “[the United States] is trying to destroy people’s lives,” and referring to the killing of Quds Force leader Qasem Soleimani was “an assassination.”
“We have a rogue government,” said Cole of the Trump Administration.
The protest was co-sponsored by a laundry list of student groups, some of which included the Huron Valley Democratic Socialists of America, Arab Student Association, Huron Valley Democratic Socialists of America, College Democrats at the University of Michigan, and Collective Against White Supremacy.

Professor Cole was introduced to the stage by a student, who said that the difference between now and the early 2000’s is that “the American people have learned their lesson” with regards to conflict in the Middle East.
“What we are here for is to put an end to U.S. imperialism,” said the student of the protest, “and to build an anti-war movement in this country that is strong enough, such that the United States cannot go around doing things like what it just did.”
The student added that even though President Trump “sounds like he doesn’t want to go to war,” the anti-war protest is still relevant because the president said, “sanctions were going to go way up.”
“So, just wanted to clarify — for anyone who’s confused, this is still highly relevant,” she insisted.
You can follow Alana Mastrangelo on Twitter at @ARmastrangelo, and on Instagram."
82,Breitbart Media,Conservative,"Urban Design blog Curbed published an article recently which takes issue with Elon Musk’s Boring Company tunnel, which was unveiled at the Las Vegas Consumer Electronics Show. According to the article, what was once touted as an underground transportation system has turned into a “mechanism for giving one-minute test rides in Teslas.”
In an article titled “Stop Calling Elon Musk’s Boring Tunnel Public Transit,” Curbed writer Alissa Walker raises issues with Elon Musk’s Boring Company tunnel being built in Las Vegas to transport people from one side of the Las Vegas convention center to the other, and should be ready for next year’s Consumer Electronics Show.


The Boring Company began work on the project in November of 2019 and planned to develop an underground transportation system to carry passengers less than a mile from one end of the convention center to the other. The tunnel is being built as part of a $46.68 million contract with the city’s convention and tourism authority.

Steve Hill, president of the Las Vegas Convention and Visitors Authority, said at the tunnel’s November groundbreaking: “I think that 10, 15, 20 years from now, we’ll look back at this as a Kitty Hawk–type moment. This technology has the ability to change transportation not only here at the convention center, which is important to us, and here in Las Vegas, but around the country and around the world.”
 
Curbed notes that the Boring Company’s latest renderings of the tunnel don’t include the 16-passenger public transit vehicles that Musk promoted in 2017, but rather show Tesla Model 3 cars that can hold five passengers maximum. Curbed.com writes:
The vehicles also won’t be going 155 mph, as has been widely reported. Because the vehicles will travel between three stations along the 0.83-mile route, they will only reach speeds of up to 50 mph in each 0.4-mile segment.
And last month, Musk confirmed that the tunnels being dug by the Boring Company were indeed “road tunnels,” not transit tunnels at all, where the vehicles would travel on tires, not tracks. “Really, just an underground road, but limited to EVs (from all auto companies),” he tweeted.
Walker also notes that Musk has changed his tune about his tunnels in general, including how he plans to fix the issue of “soul destroying” traffic in Los Angeles:
 
But when transportation planners pointed out that the only way tunnels relieve traffic is by moving high-capacity vehicles, Musk went on the defensive. At a different conference, he bashed public transportation—where riders must share space with “a bunch of random strangers, one of whom might be a serial killer”—and called an influential transit consultant an “idiot.”
Then, in June 2018—about six months after his dustup with advocates—Musk abruptly changed his tune: The Boring Company’s plans would be adjusted to prioritize pedestrians and cyclists over cars. “Will still transport cars but only after all personalized mass transit needs are met,” he wrote on Twitter. “If someone can’t afford a car, they should go first.”
But Musk has provided no explanation for how, exactly, that would work.
Read the full article at Curbed.com here.
Lucas Nolan is a reporter for Breitbart News covering issues of free speech and online censorship. Follow him on Twitter @LucasNolan or email him at lnolan@breitbart.com"
83,Breitbart Media,Conservative,"Recently published emails between employees at Boeing revealed that the company dissuaded Lion Air from training pilots that would fly the 737 Max aircraft in Boeing’s simulators. Lion Air Flight 610, which was a 737 Max, crashed in October 2018, killing all passengers on board.
According to a report by Forbes, employees at Boeing encouraged officials at the Indonesian Airline Lion Air to forego simulator tests for the 737 Max fleet, an aircraft that many airlines, including Lion Air, were preparing to use for commercial flights.


In a series of messages published this week, Boeing’s 737 Chief Technical Pilot Mark Forkner wrote that pilots would not need simulator training to fly a 737 Max. Forkner said he would even battle with regulators that might want to make 737 Max simulator training mandatory.

“I want to stress the importance of holding firm that there will not be any type of simulator training required to transition from NG to MAX. Boeing will not allow that to happen. We’ll go face to face with any regulator who tries to make that a requirement,” Forkner wrote in one message.
In another message, this time to Lion Air, Forkner encouraged the airline to forego simulator training. “I am concerned that if [Lion] chooses to require a MAX simulator for its pilots beyond what all other regulators are requiring that it will be creating a difficult and unnecessary training burden for your airline, as well as potentially establish a precedent in your region for other MAX customers,” Forkner said his message to Lion Air.
Forkner wasn’t the only Boeing employee that didn’t want Lion Air to participate in 737 Max simulator training. One unnamed Boeing employee said that Lion Air would only need simulator training for the new fleet of aircraft because of their “stupidity.”
“Now [Lion Air] might need a sim to fly the MAX, and maybe because of their own stupidity,” the employee wrote.
Breitbart News has written extensively on Boeing’s tribulations with its 737 Max fleet. Breitbart News reported this week on internal messages from one Boeing employee who said that the 737 Max fleet was “designed by clowns.”
Stay tuned to Breitbart News for more updates on this story."
84,Breitbart Media,Conservative,"Top Democrats are signaling not-so-subtly that they are nervous as a  forthcoming book from Peter Schweizer that will expose widespread corruption in the Democrat Party drops in just ten days.
The cover of the soon-to-be-published book, Profiles in Corruption: Abuse of Power by America’s Progressive Elite, was revealed by Axios’s Mike Allen on Thursday:



Exclusive: Peter Schweizer book, ""Profiles in Corruption,"" out Jan. 21 https://t.co/Rj2r8LwmYd
— Mike Allen (@mikeallen) January 9, 2020"
85,Breitbart Media,Conservative,"It has been more than three years since President Donald Trump defeated Democrat Hillary Rodham Clinton in the 2016 presidential election, but all of Clinton’s emails at the center of the email scandal that plagued her failed presidential campaign have still not seen the light of day.
But on Friday, conservative watchdog group Judicial Watch announced the FBI produced 37 new pages of Clinton emails demonstrating she mishandled classified information and used text messages for official business as well.


Judicial Watch announced in a press release on Friday:

Judicial Watch today released 37 pages of new Clinton emails recently found by the FBI that show former Secretary of State Hillary Clinton used her unsecure, non-government email to transmit classified information. The new emails also show Clinton used text messages for government business. The documents, produced to Judicial Watch after a review by the State Department, include 13 new Clinton emails. The State Department did not provide information about where the emails were found; why they were not previously produced; or if additional records are anticipated. Last month, a Justice Department attorney could not tell a federal court judge how and where the FBI discovered the new cache of Clinton emails. The State Department previously claimed it had produced all releasable Clinton emails, including emails recovered by the FBI that Hillary Clinton tried to destroy or withhold. The State Department initially claimed all responsive emails had been produced in 2018, but then found more emails which were produced, for the first time, early last year. Then in November 2019, the State Department first disclosed to the court that the FBI had found this latest batch of emails.
The 37 pages of new emails that the FBI discovered were made public Friday thanks to Judicial Watch’s litigation against the State Department, as part of a Freedom of Information Act (FOIA) lawsuit the organization has been waging against the government for more transparency on this.
The new batch of emails discovered and published Friday includes Clinton using her personal email to communicate with former British Prime Minister Tony Blair; Clinton conducting official business with then-Assistant Secretary for the Bureau of Near Eastern Affairs Jeffrey Feltman, who suggested she meet in 2011 with Lebanese Prime Minister Najib Mikati; and Clinton emailing with her aide Huma Abedin about “text messages” and coordinating getting her “confidential assistant” Monica Hanley to “the Hamptons” to help her get organized. Hanley has been exposed in the past for having mishandled or misplaced sensitive government information.
A number of these newly revealed emails, including the Blair one and several others, contain classified information as well.
Tom Fitton, the president of Judicial Watch, said the revelations in these emails demonstrate that a fresh criminal investigation into Clinton is necessary, as these newly discovered emails prove she regularly transmitted classified information via her insecure server system.
“Magically, after years, the FBI finds more Clinton emails that show Clinton used text messages for government work, not to mention the continuing flow of classified information transmitted over her unsecure email system,” Fitton said. “These documents further underscore the need for a fresh, unbiased and thorough criminal investigation into Clinton’s blatant malfeasance – and the related DOJ, FBI, and State Department cover-up.”"
86,Breitbart Media,Conservative,"On Friday’s broadcast of CNN’s “Newsroom,” former Secretary of State John Kerry declared that former President Barack Obama’s administration “never had a whiff of scandal.”
From the campaign trail with 2020 Democratic hopeful, former Vice President Joe Biden, Kerry said, “I find that Joe Biden’s breadth of experience and leadership with any number of issues from the Violence Against Women Act to the Assault Weapons Ban to arms control agreements, to pushing an administration to make peace where it didn’t want to initially be involved, I think those things will really ring strongly against the other candidacies in this race. That’s why I’m here.”


“I believe Joe Biden is the only person who has the set of relationships around the world, who has had this unbelievable breadth of experience as Chairman of the Foreign Relations Committee and then as vice president for eight years, and an administration, by the way, which never had a whiff of scandal,” he added.
Follow Pam Key On Twitter @pamkeyNEN"
87,Breitbart Media,Conservative,"SANTA MONICA, Calif. (AP) — Neil Peart, the renowned drummer and lyricist from the influential Canadian band Rush, has died. He was 67.
His representative, Elliot Mintz, said in a statement Friday that Peart died at his home Tuesday in Santa Monica, California. The band posted a message on Twitter also confirming the news.


“It is with broken hearts and the deepest sadness that we must share the terrible news that on Tuesday our friend, soul brother and band mate over 45 years, Neil, has lost his incredibly brave three and a half year battle with brain cancer,” the band wrote. “Rest in peace brother.”
Peart placed fourth on Rolling Stone’s list of 100 Greatest Drummers of All Time, just behind Ginger Baker, Keith Moon and John Bonham. Peart’s jaw-dropping percussion skills, though, were matched by his wondrous skill with lyrics as Rush composed song after thought-provoking song that deftly explored the human condition or conjured up mysterious realms beyond the humdrum life of the band’s heyday in the 1970s, ’80s and ’90s. Peart was precise, deliberate and skilled behind his sprawling drum kit, but his innovative lyrics helped set Rush apart from other prog rock bands.
Rush was a power trio that rock had never quite seen before, with the searing guitar work of Alex Lifeson, the bass, keyboards and vocals of Geddy Lee and the fantastical drumming of Peart, who was no mere backing member of the rhythm section but rather an indispensable leg of the unusual tripod. The band still finds airplay today with anthems like “The Spirit of Radio” and “Tom Sawyer” — perhaps its best-known song — and “Subdivisions,” with its searing assessment of early ’80s life in cookie-cutter housing tracts: “Be cool or be cast out.”

The band was inducted into the Rock & Roll Hall of Fame in 2013, and honored for combining “the signature traits of progressive rock with a proto typical heavy-metal sound.”
“We’ve always said it’s not something that meant a lot to us, but we knew our fans cared so much to be validated like that — that their favorite band like their favorite sports team should be celebrated as champions,” Peart told The Associated Press at the time. “We always knew that was the case and certainly to see it blossom after this is a testament to the truth of that.”
Peart was born on Sept. 12, 1952 in Ontario. Music became an outlet for the self-described introvert who remained a quiet, under-the-radar star his entire career.
“I was very academic until I discovered drums,” he explained in a 2017 interview with Classic Rock. “Then I was a monomaniac about drumming. I was physically awkward. My ankles were weak, so I couldn’t play any sports. I couldn’t skate and I couldn’t play hockey, which in Canada is like football is in the U.K. And that makes you a pariah as a boy.”
When Rush formed in 1968, its original lineup included Lifeson, bassist Jeff Jones and drummer John Rutsey. After a few weeks, Lee replaced Jones, and in 1974, Peart replaced Rutsey weeks before Rush’s first U.S. tour. Rush’s first album with Peart — by then the band’s principal songwriter — was 1975’s platinum-seller “Fly by Night.” They released another album that same year, “Caress of Steel,” which reached gold status.

In 1976 the band marked a major breakthrough with the album “2112,” which sold three million units in the U.S. The first side of the album tells the tale of a dystopian world where creativity, individualism and music itself are outlawed — Peart was a reader of Ayn Rand — only to have things unravel when someone discovers an abandoned guitar. It was an extraordinary effort and fans responded in droves.
Lee described working with Peart’s lyrics during a 2018 interview with The Guardian: “Being an interpreter for Neil has been a singular pleasure of mine and a really difficult job at the same time, because I’m not always on the same page as him. As we grew as a band, I became trusted by him to be his sounding board and his editor, and if I couldn’t get into a thing, he would leave it alone. That’s the beauty of a relationship that lasts.”

Rush’s most successful album was 1981’s “Moving Pictures,” which sold four million copies. The album featured “Tom Sawyer” and “YYZ” — a track that served as a showcase for Peart during live shows and secured Rush its first-ever Grammy nomination; the band would earn seven nominations over time. 1990’s “Chronicles” was a double platinum success; 11 of the band’s albums were certified platinum and 10 albums reached gold status.
Peart was also an author and published six books. At one point in the 1990s, he took jazz drumming instruction, explaining to Classic Rock: “After 40, 45 years of playing, I wanted to push myself and open up this whole new frontier. I’ve been able to do that as a lyricist and as a prose writer, and now as a drummer. You have to challenge your own limitations and your own expectations of yourself.”
In 2015, Peart announced he was retiring from touring, saying he was struggling with ailments and concerned he would not be able to play in top form.

High-profile musicians were among the fans of Peart and Rush who paid tribute on social media.
“Today the world lost a true giant in the history of rock and roll. An inspiration to millions with an unmistakable sound who spawned generations of musicians (like myself) to pick up two sticks and chase a dream. A kind, thoughtful, brilliant man who ruled our radios and turntables not only with his drumming, but also his beautiful words,” Dave Grohl, who inducted Rush into the Rock Hall, said in a statement Friday. “I still vividly remember my first listen of ‘2112’ when I was young. It was the first time I really listened to a drummer. And since that day, music has never been the same. His power, precision, and composition was incomparable. He was called ‘The Professor’ for a reason: we all learned from him.”
Jack Black tweeted, “The master will be missed — Neil Peart RIP #RushForever.” Gene Simmons called Peart “a kind soul,” while Chuck D of Public Enemy recalled being inducted into the Rock Hall on the same night as Rush, saying backstage he and Peart shared “a unique moment without much word. Rest in Beats my man.”
Slash, Bryan Adams, Paul Stanley and Questlove of The Roots also paid tribute to Peart.
“Thank you for inspiring me and for all your help and advice along the way, especially in the early days when you took the time to talk to a young green Danish drummer about recording, gear and the possibilities that lay ahead,” Metallica’s Lars Ulrich wrote on Twitter. “Thank you for what you did for drummers all over the world with your passion, your approach, your principles and your unwavering commitment to the instrument! Rest In Peace.”
Peart is survived by his wife, Carrie, and their daughter, Olivia Louise Peart."
88,Breitbart Media,Conservative,"Left-wing pop icon Cher fired off an all-caps Twitter rant on Friday, declaring President Donald Trump a “traitor to America like no other in history.”
Cher first targeted billionaire Democratic presidential candidate Tom Steyer, saying she “WOULDNT VOTE 4 TOM
STEYER IF HE WAS LAST DEMOCRAT ON EARTH. ONLY A PERSON WITH EXPERIENCE SHOULD BE ALLOWED 2 RUN.”


Then, the Oscar and Grammy-winner went after President Trump.
“Donald trump HAS GUTTED, DESTABILIZED,& BEEN A TRAITOR TO [America] like no other present in history,” the “Believe” singer said. “Being president. of [America] SHOULDN’T BE ABLE 2 BE BOUGHT [money] ON A RICH MAN’S WHIM.”

WOULDNT VOTE 4 TOMSTEYER IF HE WAS LAST DEMOCRAT ON EARTH‼️ONLY A PERSON WITH EXPERIENCE SHOULD BE ALLOWED 2 RUN‼️donald trump HAS GUTTED, DESTABILIZED,& BEEN A TRAITOR TO🇺🇸LIKE NO OTHER PRES IN HISTORY.BEING PRES.OF🇺🇸SHOULDN’T BE ABLE 2 BE BOUGHTὋON A RICH MAN’S WHIM
— Cher (@cher) January 10, 2020"
89,Breitbart Media,Conservative,"Actress and alternative health guru Gwyneth Paltrow is selling a “vagina-scented” candle on her website Goop, which quickly sold out as of Saturday evening.
The Ironman actress is selling the $75 “candle named “This Smells Like My Vagina,” which ” started as a joke between perfumer Douglas Little and GP,” according to the website.


“The two were working on a fragrance, and she blurted out, ‘Uhhh..this smells like a vagina’—but evolved into a funny, gorgeous, sexy, and beautifully unexpected scent,” the site states.

“With a funny, gorgeous, sexy, and beautifully unexpected scent, this candle is made with geranium, citrusy bergamot, and cedar absolutes juxtaposed with Damask rose and ambrette seed to put us in mind of fantasy, seduction, and a sophisticated warmth,” the product’s description states.
Paltrow has a controversial history in peddling questionable wellness products, promoting body vibes stickers, which it claimed could “rebalance the energy frequency in our bodies,” as well as sex dust, coffee enemas, “inner beauty” powder,  vaginal eggs, handcuff bangles, vaginal steamers, “Psychic Vampire Repellent,” a BDSM kit, and self-love spray.
The company settled a lawsuit in 2018, paying out $145,000 over unscientific claims made about the vaginal eggs. The wellness brand suggested the product could  “balance hormones, regulate menstrual cycles, prevent depression, prevent uterine prolapse and a combination of other illnesses,” as SF Gate reported.
The controversial wellness brand is coming back into the spotlight with the upcoming January 24 premiere of The Goop Lab on Netflix, which will examine “alternative health practices” and feature exorcisms, psychic mediums, and orgasms, according to the trailer.

“We’re here one time, one life. How can we really milk the shit out of this?” Paltrow asks in the trailer."
90,Breitbart Media,Conservative,"A road work sign on Highway 92 in Pine Knot, Kentucky was hacked to proposition drivers with the infamous meme.
“ROAD WORK AHEAD” was exchanged for “SEND NUDES” on early Thursday morning, according to local authorities. Officials with the Kentucky Transportation Cabinet confirmed that the password-protected system had been compromised to display one of the internet’s longest-lasting jokes.


According to local NBC affiliate WLWT, the sign in question “belonged to a contractor doing construction work on the Ky. 92 realignment project through McCreary and Whitley counties, near the Tennessee border.” The contractor has claimed that none of its employees were involved in the incident.

Amber Hale, a cabinet spokeswoman for District 8, told reporters that they “were notified this morning that the message was … different.” In response, officials “contacted [the contractor] and sent them immediately down to confirm it, they confirmed it, and they immediately turned the message board off.”
Driver Tevon Stephens said he noted the “clearly hacked” sign on his way to work. Despite the humorous nature of the message, he knew the situation had the potential for real danger. “But seriously, we needed to bring awareness to it so the road departments would add cameras or add locks to the equipment to keep from distracting the drivers,” Stephens said.
Similar prank messages on electronic road signs are relatively common. Dallas had “DONALD TRUMP IS A SHAPE SHIFTING LIZARD!!” and “WORK IS CANCELED / GO BACK HOME” in 2017, while “THE FUTURE SUCKS,” and “EXPECT PED/BIKE DEATHS” showed up in Berkeley, California."
